timestamp,class1,class2,class3,score1,score2,score3
29.759999999999998,Snoring,Breathing,Silence,0.9928346,0.990404,0.0065787276
30.24,Silence,"Inside, small room",Speech,0.45382717,0.11229828,0.013131321
30.72,Silence,"Inside, small room",Tick,0.8759129,0.021139083,0.0030190744
31.2,Silence,"Inside, small room",Musical instrument,0.75972176,0.08099391,0.004226469
31.68,Snoring,Breathing,Silence,0.992583,0.99171287,0.009833677
32.16,Breathing,Snoring,Silence,0.9996008,0.9992731,0.0006782212
32.64,Breathing,Snoring,Silence,0.9993284,0.9990376,0.0011039706
33.12,Breathing,Snoring,Mantra,0.61929667,0.5985733,0.09168661
33.6,Snoring,Breathing,Mantra,0.9728275,0.96986383,0.009891944
34.08,Speech,"Inside, small room",Breathing,0.8988865,0.012788743,0.006835622
34.56,Silence,"Inside, small room",Television,0.9343656,0.0071870894,0.00068504916
35.04,Silence,"Inside, small room",Musical instrument,0.98145074,0.0024457497,0.00024026827
35.519999999999996,Snoring,Breathing,Silence,0.91582996,0.91235244,0.05263433
36.0,Breathing,Snoring,Silence,0.99968714,0.9995967,0.0019694702
36.48,Breathing,Snoring,Mantra,0.99964225,0.99948996,0.006855796
36.96,Breathing,Snoring,Mantra,0.9946359,0.99416226,0.012205321
37.44,Breathing,Snoring,Mantra,0.9997572,0.99952924,0.001724176
37.92,Breathing,Snoring,"Inside, small room",0.9996664,0.99957895,0.0008733943
38.4,Snoring,Breathing,Speech,0.92003876,0.90346956,0.04780069
38.879999999999995,Silence,"Inside, small room",Mechanisms,0.90055144,0.034026127,0.0015104928
39.36,Silence,"Inside, small room",Television,0.8363458,0.039973803,0.0017628387
39.839999999999996,"Inside, small room",Silence,Breathing,0.18301682,0.11082423,0.030006908
40.32,Snoring,Breathing,Silence,0.9983219,0.9983049,0.005791485
40.8,Breathing,Snoring,Silence,0.99988866,0.9998177,0.0003911953
41.28,Breathing,Snoring,Speech,0.9981156,0.9979079,0.0011330066
41.76,Snoring,Breathing,Vehicle,0.96951294,0.96385485,0.01044799
42.239999999999995,Breathing,Snoring,Silence,0.9999568,0.99993145,0.00021767805
42.72,Speech,Breathing,Snoring,0.27166286,0.20892096,0.19694169
43.199999999999996,Silence,"Inside, small room",Television,0.6096079,0.15612298,0.0075380933
43.68,Silence,"Inside, small room",Mechanical fan,0.50231344,0.2155342,0.0072473884
44.16,Snoring,Breathing,Silence,0.9966938,0.99573696,0.01589752
44.64,Breathing,Snoring,Silence,0.99999446,0.9999894,0.0001122326
45.12,Breathing,Snoring,Silence,0.99991566,0.99976045,0.00054593896
45.6,Breathing,Snoring,Speech,0.99706584,0.9934359,0.0005803312
46.08,Breathing,Snoring,"Inside, small room",0.9996438,0.9995144,0.00066987856
46.559999999999995,Snoring,Breathing,"Domestic animals, pets",0.99932575,0.9992346,0.001978368
47.04,Silence,"Inside, small room",Clicking,0.6753024,0.138545,0.034579087
47.519999999999996,"Inside, small room",Silence,Tick,0.33314568,0.19897833,0.054475185
48.0,Breathing,Snoring,Silence,0.9999233,0.9999027,0.0006589973
48.48,Breathing,Snoring,Silence,0.9999673,0.9999583,0.00055243494
48.96,Snoring,Breathing,"Inside, small room",0.9990199,0.9987372,0.0026531932
49.44,Snoring,Breathing,"Domestic animals, pets",0.9970586,0.9970157,0.0076983785
49.92,Breathing,Snoring,Dog,0.9999332,0.9999178,0.00025073887
50.4,Snoring,Breathing,"Inside, small room",0.9997469,0.9996718,0.0014559848
50.879999999999995,Silence,Breathing,Snoring,0.9033345,0.023979366,0.022359205
51.36,"Inside, small room",Silence,Television,0.36996874,0.20036605,0.016334686
51.839999999999996,Snort,Breathing,Snoring,0.81584316,0.7714865,0.40127075
52.32,Breathing,Snoring,Silence,0.99785763,0.9970899,0.011049185
52.8,Snoring,Breathing,Silence,0.9993515,0.9993121,0.0016677062
53.28,Snoring,Breathing,"Domestic animals, pets",0.9973373,0.99697477,0.0059786886
53.76,Breathing,Snoring,"Inside, small room",0.99998695,0.99998087,6.910002e-05
54.239999999999995,Snoring,Breathing,Dog,0.9986254,0.99775887,0.0056285034
54.72,Silence,"Inside, small room",Breathing,0.33507943,0.13770045,0.0988946
55.199999999999996,Silence,"Inside, small room",Television,0.2502348,0.23702918,0.030224863
55.68,Silence,"Inside, small room",Television,0.44679308,0.13558272,0.021174807
56.16,Breathing,Snoring,Silence,0.992086,0.9882725,0.016546154
56.64,Breathing,Snoring,Silence,0.99998033,0.99995816,0.00035801303
57.12,Breathing,Snoring,"Inside, large room or hall",0.9999913,0.99998856,4.3923126e-05
57.599999999999994,Breathing,Snoring,Snort,0.9817609,0.97833455,0.045452114
58.08,Breathing,Snoring,"Inside, small room",0.99968004,0.99960893,0.0005782926
58.559999999999995,Breathing,Snoring,"Inside, small room",0.9998004,0.9997773,0.0005179751
59.04,Silence,"Inside, small room",Television,0.43824232,0.24695946,0.008944885
59.519999999999996,Silence,"Inside, small room",White noise,0.89285046,0.010730464,0.00073242513
60.0,"Inside, small room",Silence,Breathing,0.20283024,0.17285898,0.09258862
60.48,Breathing,Snoring,Silence,0.99989337,0.99985516,0.001745271
60.96,Breathing,Snoring,Silence,0.99999934,0.99999833,2.0411888e-05
61.44,Snoring,Breathing,"Outside, rural or natural",0.9981236,0.9979992,0.0016105967
61.919999999999995,Breathing,Snoring,"Inside, small room",0.9943057,0.9936913,0.010028339
62.4,Snoring,Breathing,"Inside, small room",0.9645965,0.9584764,0.022249486
62.879999999999995,Silence,"Inside, small room",Tick,0.65467113,0.04487884,0.005769938
63.36,Silence,"Inside, small room",Speech,0.91361904,0.012350464,0.0007711316
63.839999999999996,Silence,"Inside, small room",White noise,0.8074927,0.032812446,0.0021896667
64.32,Breathing,Snoring,Snort,0.8892627,0.8148838,0.45734936
64.8,Breathing,Snoring,Silence,0.9994833,0.9987094,0.005009847
65.28,Breathing,Snoring,"Inside, small room",0.99765825,0.9970661,0.0021437735
65.75999999999999,Breathing,Snoring,Snort,0.94603366,0.9266562,0.11719068
66.24,Snoring,Breathing,Silence,0.3722648,0.36707908,0.2239478
66.72,Silence,"Inside, small room",Television,0.15557,0.1390191,0.017467624
67.2,Silence,"Inside, small room",Television,0.7520702,0.024529556,0.0027106649
67.67999999999999,Breathing,Snoring,Silence,0.7072669,0.66876894,0.15292072
68.16,Breathing,Snoring,Silence,0.9942878,0.9940381,0.014098122
68.64,Breathing,Snoring,Silence,0.9983629,0.99819165,0.0025453207
69.12,Snoring,Breathing,Silence,0.98583835,0.9840374,0.009661362
69.6,Speech,Breathing,Snoring,0.15187207,0.1152449,0.08862568
70.08,Silence,Snoring,Breathing,0.2813353,0.120544136,0.11124259
70.56,Silence,"Inside, small room",Musical instrument,0.9018992,0.0137493275,0.0030902044
71.03999999999999,Silence,"Inside, small room",Mechanical fan,0.5835128,0.07237506,0.014652752
71.52,Breathing,Snoring,Snort,0.7856198,0.77891546,0.37935233
72.0,Breathing,Snoring,Snort,0.9873716,0.9791994,0.089795776
72.48,Breathing,Snoring,Silence,0.9984589,0.997729,0.0031625754
72.96,Breathing,Snoring,Silence,0.99977064,0.9997481,0.0012545646
73.44,Breathing,Snoring,Snort,0.73010266,0.6679745,0.15985718
73.92,Silence,"Inside, small room",Snoring,0.21425094,0.203246,0.09143824
74.39999999999999,Silence,"Inside, small room",White noise,0.6592003,0.060739566,0.005814221
74.88,Silence,"Inside, small room",Speech,0.9735959,0.0057073464,0.00011390212
75.36,Breathing,Snoring,Snort,0.981968,0.974302,0.091594994
75.84,Breathing,Snoring,Snort,0.8985102,0.8179587,0.51941943
76.32,Breathing,Snoring,Snort,0.9928999,0.9907265,0.01825849
76.8,Snoring,Breathing,"Inside, small room",0.9989615,0.9983324,0.0034363542
77.28,Speech,"Inside, small room",Silence,0.36483154,0.047690842,0.038046643
77.75999999999999,Breathing,Snoring,"Inside, small room",0.17646107,0.16549332,0.16111635
78.24,Silence,"Inside, small room",Television,0.94293386,0.023512699,0.0007762534
78.72,Silence,"Inside, small room",Speech,0.7014194,0.05622373,0.003851716
79.2,Silence,"Inside, small room",Television,0.90433466,0.007732688,0.0007909276
79.67999999999999,Silence,Snoring,"Inside, small room",0.3808994,0.15676957,0.15560368
80.16,Breathing,Snoring,Snort,0.9930219,0.98813415,0.033883717
80.64,Breathing,Snoring,Speech,0.9992878,0.9986868,0.0011436114
81.11999999999999,Breathing,Snoring,Speech,0.99958676,0.99943995,0.0012685093
81.6,Speech,"Inside, small room",Breathing,0.81137294,0.022538211,0.00573772
82.08,Silence,"Inside, small room",Clicking,0.5222025,0.1258802,0.008324823
82.56,Silence,"Inside, small room",Speech,0.70937824,0.06814316,0.00492238
83.03999999999999,Silence,"Inside, small room",Speech,0.9415658,0.0076419353,0.00033108512
83.52,Silence,"Inside, small room",Television,0.83381665,0.038955502,0.0021992852
84.0,"Inside, small room",Silence,Speech,0.1846959,0.16787915,0.018262582
84.47999999999999,Breathing,Snoring,Silence,0.97727454,0.96642935,0.05081733
84.96,Breathing,Snoring,Snort,0.99628365,0.99279535,0.03322058
85.44,Breathing,Snoring,Silence,0.99984014,0.9997596,0.0016670172
85.92,Speech,Breathing,Snoring,0.32905117,0.12221876,0.11382956
86.39999999999999,Silence,"Inside, small room",Television,0.55379885,0.11359449,0.009088739
86.88,Silence,"Inside, small room",Tick,0.69659144,0.16364178,0.018221088
87.36,Silence,"Inside, small room",White noise,0.66759527,0.18432675,0.015473618
87.84,Silence,"Inside, small room",Television,0.88135725,0.032868464,0.0013082616
88.32,Silence,"Inside, small room",Mechanical fan,0.4079828,0.09846469,0.08924853
88.8,Breathing,Snoring,Snort,0.95058125,0.9232031,0.28272942
89.28,Breathing,Snoring,Snort,0.98324233,0.96133924,0.20137951
89.75999999999999,Snoring,Breathing,Silence,0.98707277,0.9814727,0.025565334
90.24,Silence,"Inside, small room",Breathing,0.16762522,0.15477844,0.051958192
90.72,Silence,"Inside, small room",Mechanical fan,0.7310028,0.06276798,0.008912293
91.2,Silence,"Inside, small room",Clicking,0.92123854,0.011237936,0.0010024594
91.67999999999999,Silence,"Inside, small room",Television,0.8849239,0.019188598,0.0007962389
92.16,Silence,"Inside, small room",Television,0.9546307,0.004870199,0.00033985343
92.64,Silence,"Inside, small room",Mechanical fan,0.38525996,0.14660394,0.11675089
93.11999999999999,Silence,"Inside, small room",Breathing,0.17286739,0.10007012,0.07051477
93.6,Snoring,Breathing,"Inside, small room",0.7640833,0.74720764,0.14273237
94.08,Snoring,Breathing,Silence,0.4195701,0.38503566,0.24244724
94.56,Silence,"Inside, small room",Writing,0.58910364,0.08727067,0.014971082
95.03999999999999,Silence,"Inside, small room",Television,0.5613857,0.15246125,0.013433006
95.52,Silence,"Inside, small room",Television,0.8924716,0.016215913,0.0015601314
96.0,Silence,"Inside, small room",Television,0.94919914,0.006296343,0.0006818213
96.47999999999999,Silence,"Inside, small room",Hum,0.75854707,0.026532607,0.0024079368
96.96,Silence,"Inside, small room",Breathing,0.25118643,0.12422311,0.027578697
97.44,Breathing,Snoring,Snort,0.9926052,0.9865765,0.035013676
97.92,Breathing,Snoring,Silence,0.37212235,0.24544193,0.047103774
98.39999999999999,"Inside, small room",Snoring,Breathing,0.24860129,0.24510667,0.21567565
98.88,Silence,"Inside, small room",Television,0.42424214,0.14502326,0.011251838
99.36,Silence,"Inside, small room",Speech,0.6721521,0.07897638,0.00949488
99.84,Silence,"Inside, small room",Television,0.4480818,0.08292419,0.0060963198
100.32,Silence,"Inside, small room",Mechanisms,0.9203165,0.017787587,0.00049539306
100.8,Silence,"Inside, small room",Speech,0.6846389,0.05577761,0.0048925118
101.28,Silence,"Inside, small room","Electric shaver, electric razor",0.38531238,0.14050587,0.045887765
101.75999999999999,Breathing,"Inside, small room",Snoring,0.19475338,0.11673264,0.079211466
102.24,Breathing,Snoring,Snake,0.28692693,0.16633414,0.1097668
102.72,Breathing,Snoring,"Inside, small room",0.6671281,0.6290451,0.15872867
103.2,Silence,"Inside, small room",Speech,0.22334346,0.11762622,0.019950222
103.67999999999999,Silence,"Inside, small room",Mechanical fan,0.61200356,0.14296573,0.015049696
104.16,Silence,"Inside, small room",Tick,0.8048838,0.026262488,0.010366547
104.64,Silence,"Inside, small room",Musical instrument,0.78167826,0.05519888,0.010323118
105.11999999999999,Silence,"Inside, small room",Musical instrument,0.85651946,0.028503058,0.0023319067
105.6,Silence,"Inside, small room",Breathing,0.5218834,0.11086281,0.008614762
106.08,Breathing,Snoring,Silence,0.99238515,0.98919374,0.020134455
106.56,Breathing,Snoring,Silence,0.99632597,0.99395174,0.025650619
107.03999999999999,Breathing,Snoring,"Inside, small room",0.86093646,0.8478203,0.059556767
107.52,Silence,"Inside, small room",Television,0.45034167,0.10440935,0.00836683
108.0,"Inside, small room",Silence,Mechanical fan,0.26849955,0.2479339,0.059023585
108.47999999999999,Silence,"Inside, small room",Television,0.7155827,0.0394082,0.0032774035
108.96,Silence,"Inside, small room",Musical instrument,0.95191056,0.0075906203,0.0006658657
109.44,Silence,"Inside, small room",Breathing,0.4107761,0.11462137,0.06745811
109.92,Breathing,Snoring,"Inside, small room",0.52981657,0.45490643,0.1963748
110.39999999999999,Breathing,Snoring,Snort,0.6297395,0.55043626,0.13224348
110.88,Breathing,Snoring,"Inside, small room",0.3576703,0.35100126,0.19880767
111.36,Silence,"Inside, small room",Television,0.58158875,0.07563136,0.005618827
111.83999999999999,Silence,"Inside, small room",Television,0.84511757,0.03564996,0.0021544562
112.32,Silence,"Inside, small room",Musical instrument,0.9558186,0.0066121663,0.0002727916
112.8,Silence,"Inside, small room",Musical instrument,0.96999806,0.002071501,0.00035570015
113.28,Silence,"Inside, small room",Mechanical fan,0.21135461,0.19854197,0.033937953
113.75999999999999,Breathing,Snoring,"Inside, small room",0.21015984,0.18720123,0.13388807
114.24,Breathing,Snoring,Silence,0.97172344,0.96637416,0.04726003
114.72,Breathing,Snoring,"Inside, small room",0.7374708,0.7312919,0.10576913
115.19999999999999,Silence,"Inside, small room",Mechanisms,0.5139621,0.086324945,0.009886314
115.67999999999999,Silence,"Inside, small room",Tick,0.7019865,0.07394613,0.025890466
116.16,Silence,"Inside, small room",Television,0.8686995,0.02332965,0.00109796
116.64,Silence,"Inside, small room",Musical instrument,0.89015156,0.013767134,0.0013096114
117.11999999999999,Silence,"Inside, small room",Speech,0.94894826,0.008683487,0.00032796618
117.6,"Inside, small room",Silence,Tick,0.21123305,0.20407404,0.034943506
118.08,Breathing,Snoring,"Inside, small room",0.2676498,0.2613758,0.20983008
118.56,Breathing,Snoring,Silence,0.5427891,0.4863725,0.21869493
119.03999999999999,"Inside, small room",Silence,Breathing,0.27795848,0.18657427,0.1850552
119.52,Silence,"Inside, small room",Hum,0.7779329,0.025914527,0.0053597055
120.0,Silence,"Inside, small room",Tick,0.75509965,0.08691853,0.00632638
120.47999999999999,Silence,"Inside, small room",Television,0.90337515,0.013442401,0.0006339258
120.96,Silence,"Inside, small room",Television,0.771887,0.040830962,0.0034821797
121.44,Silence,"Inside, small room",Mechanical fan,0.4267451,0.16850157,0.028587686
121.92,Snoring,Breathing,Snort,0.8860643,0.8731797,0.12191738
122.39999999999999,Breathing,Snoring,Snort,0.99267685,0.98925847,0.051334973
122.88,Snoring,Breathing,Silence,0.71588266,0.6889673,0.08070723
123.36,Silence,"Inside, small room",Television,0.81889284,0.057279207,0.00373514
123.83999999999999,Silence,"Inside, small room",Television,0.69224757,0.07163763,0.004589061
124.32,Silence,"Inside, small room",Television,0.84801054,0.018854937,0.0010465886
124.8,Silence,"Inside, small room",Television,0.8863696,0.024034867,0.0020845165
125.28,Silence,"Inside, small room",Breathing,0.42441398,0.14033945,0.069895715
125.75999999999999,Breathing,Snoring,Snort,0.9692471,0.9577405,0.112936564
126.24,Breathing,Snoring,Snort,0.9440022,0.92342395,0.2531121
126.72,Breathing,Snoring,"Inside, small room",0.8353093,0.8344004,0.09092844
127.19999999999999,Silence,"Inside, small room",Television,0.64024055,0.102325596,0.0053160214
127.67999999999999,Silence,"Inside, small room",Tick,0.85314757,0.03955371,0.0029052582
128.16,Silence,"Inside, small room",Speech,0.93615645,0.017308665,0.0007836553
128.64,Silence,"Inside, small room",Television,0.82285064,0.025203124,0.0013454574
129.12,Silence,"Inside, small room",Television,0.9345571,0.022588303,0.0011047266
129.6,Silence,"Inside, small room",Writing,0.28534085,0.21785514,0.027899329
130.07999999999998,Snoring,Breathing,Snort,0.5790538,0.56904596,0.19883646
130.56,Breathing,Snoring,Snort,0.9682026,0.9575946,0.20572303
131.04,"Inside, small room",Breathing,Snoring,0.2775908,0.20071776,0.14196154
131.51999999999998,"Inside, small room",Silence,Writing,0.26953855,0.18458709,0.077721454
132.0,Silence,"Inside, small room",Mechanisms,0.48661554,0.12864847,0.030445646
132.48,Silence,"Inside, small room",Clicking,0.89917576,0.027614566,0.003154215
132.96,Silence,"Inside, small room",Television,0.7632227,0.038279664,0.0022159787
133.44,Silence,"Inside, small room",White noise,0.5505794,0.15220763,0.02303544
133.92,Silence,"Inside, small room",Mechanical fan,0.20340252,0.14358523,0.018883176
134.4,Snoring,Silence,Breathing,0.37164968,0.35650343,0.32969677
134.88,Breathing,"Inside, small room",Snoring,0.28517485,0.24990048,0.24019288
135.35999999999999,"Inside, small room",Breathing,Snoring,0.29615557,0.15586774,0.122291915
135.84,Silence,"Inside, small room",Musical instrument,0.50024176,0.088820815,0.0047419854
136.32,Silence,"Inside, small room",Mechanisms,0.7921509,0.05859446,0.005202908
136.79999999999998,Silence,"Inside, small room",White noise,0.46960786,0.15434176,0.021777987
137.28,Silence,"Inside, small room",Musical instrument,0.6423872,0.05049637,0.0062584183
137.76,Silence,"Inside, small room",Television,0.9235229,0.009664062,0.0006968959
138.24,Silence,"Inside, small room",Television,0.8599889,0.04945232,0.0023180663
138.72,Silence,"Inside, small room",Breathing,0.23299153,0.20983402,0.10239949
139.2,Snoring,Breathing,"Inside, small room",0.6781189,0.6687184,0.13044961
139.68,Snoring,Breathing,"Inside, small room",0.7898274,0.771104,0.089433044
140.16,"Inside, small room",Silence,Breathing,0.342124,0.27807102,0.023159992
140.64,Silence,"Inside, small room",Breathing,0.680127,0.0882785,0.0060220864
141.12,Silence,"Inside, small room",Television,0.8696774,0.052794132,0.0016647633
141.6,Silence,"Inside, small room",White noise,0.848244,0.04077406,0.0017922582
142.07999999999998,Silence,"Inside, small room",Writing,0.6438294,0.10497711,0.010995873
142.56,Breathing,Snoring,Snort,0.7403342,0.6554591,0.6431428
143.04,Breathing,Snort,Snoring,0.34707007,0.29470286,0.25177166
143.51999999999998,Breathing,"Inside, small room",Snoring,0.25090897,0.18514217,0.17524403
144.0,Snoring,Breathing,Silence,0.6971794,0.6409161,0.12919943
144.48,Silence,"Inside, small room",Musical instrument,0.40942037,0.13715519,0.009919246
144.96,Silence,"Inside, small room",Clicking,0.9121291,0.019094735,0.0026098855
145.44,Silence,"Inside, small room",Speech,0.9394701,0.0067325933,0.0005594725
145.92,Silence,"Inside, small room",White noise,0.75513077,0.021664584,0.002713131
146.4,Silence,"Inside, small room",Television,0.73108375,0.03484574,0.0048242034
146.88,"Inside, small room",Silence,Breathing,0.22717373,0.20776857,0.113444865
147.35999999999999,Breathing,Snoring,Snort,0.8900213,0.852496,0.3113646
147.84,Breathing,Snoring,"Inside, small room",0.40454733,0.26588824,0.17262101
148.32,Snoring,Breathing,"Inside, small room",0.76875806,0.75289536,0.17343873
148.79999999999998,"Inside, small room",Silence,Speech,0.24470277,0.078296006,0.044997472
149.28,Silence,"Inside, small room",Television,0.6872367,0.086870365,0.0071859015
149.76,Silence,"Inside, small room",Speech,0.8886472,0.027436795,0.002258099
150.23999999999998,Silence,"Inside, small room",Speech,0.75809556,0.05809324,0.003995059
150.72,Silence,"Inside, small room",Television,0.60016674,0.07922636,0.009632724
151.2,Silence,"Inside, small room",Mechanical fan,0.39620116,0.09781454,0.022099385
151.68,Breathing,Snoring,Snort,0.86422825,0.8302964,0.18429168
152.16,Breathing,Snoring,Snort,0.87838066,0.83904874,0.16421147
152.64,Snoring,Breathing,Silence,0.8334175,0.79464215,0.096364126
153.12,Silence,"Inside, small room",Speech,0.5605432,0.11461222,0.0091542555
153.6,Silence,"Inside, small room",Tick,0.5663669,0.14188297,0.02431668
154.07999999999998,Silence,"Inside, small room",White noise,0.8656958,0.044104885,0.002345065
154.56,Silence,"Inside, small room",Clicking,0.9317375,0.02332494,0.0007852427
155.04,"Inside, small room",Silence,Mechanical fan,0.2789474,0.17759915,0.04975557
155.51999999999998,Breathing,Snoring,Snort,0.9619768,0.9437965,0.14660582
156.0,Breathing,Snoring,Snort,0.9635147,0.954848,0.054474723
156.48,Snoring,Breathing,Silence,0.9720517,0.967845,0.05002445
156.96,Silence,"Inside, small room",Speech,0.1291242,0.115441665,0.054572612
157.44,Silence,"Inside, small room",Mechanisms,0.8052179,0.030085012,0.003056763
157.92,Silence,"Inside, small room",White noise,0.9121282,0.009446101,0.0009769133
158.4,Silence,"Inside, small room",Speech,0.87595403,0.017613068,0.00086787966
158.88,Silence,"Inside, small room",White noise,0.5799509,0.046442054,0.0057312604
159.35999999999999,Silence,"Inside, small room",Mechanical fan,0.32806572,0.19758964,0.18360838
159.84,Breathing,Snoring,Snort,0.9271196,0.87787324,0.29225326
160.32,Snoring,Breathing,Snort,0.7660314,0.74625975,0.21676199
160.79999999999998,Snoring,Breathing,Silence,0.78533155,0.7266626,0.09749753
161.28,Silence,"Inside, small room",Speech,0.17932595,0.14517777,0.011242885
161.76,Silence,"Inside, small room",Speech,0.7704912,0.03965976,0.0023239385
162.23999999999998,Silence,"Inside, small room",Clicking,0.9280153,0.016416995,0.0011805587
162.72,Silence,"Inside, small room",Television,0.91264623,0.010504722,0.0005523789
163.2,Silence,"Inside, small room",Mechanical fan,0.20171638,0.15387578,0.04791803
163.68,Silence,"Inside, small room",Breathing,0.18381633,0.18043317,0.09299653
164.16,Breathing,Snoring,"Inside, small room",0.31740782,0.16196047,0.14210206
164.64,Breathing,Snoring,Snort,0.870442,0.84035933,0.4574187
165.12,Snoring,Breathing,"Inside, small room",0.3285199,0.31518885,0.28517136
165.6,"Inside, small room",Silence,Tick,0.38049322,0.11547942,0.017359553
166.07999999999998,"Inside, small room",Silence,Tick,0.38613933,0.11469471,0.08835376
166.56,Silence,"Inside, small room",Speech,0.78553,0.016307656,0.006094647
167.04,Silence,"Inside, small room",Television,0.5253249,0.16353609,0.0067668976
167.51999999999998,"Inside, small room",Silence,Breathing,0.25031832,0.14696768,0.10278626
168.0,Snoring,Breathing,"Inside, small room",0.40995538,0.38036692,0.18546394
168.48,Breathing,Snoring,Snort,0.92199224,0.91630477,0.25735465
168.95999999999998,Breathing,Silence,Snoring,0.20403594,0.1764687,0.16344064
169.44,Silence,"Inside, small room",White noise,0.74685687,0.018965324,0.004533185
169.92,Silence,"Inside, small room",Television,0.6932099,0.06413057,0.007026848
